2021-02-08 08:28:32,891 DEBUG    Dataset <open DatasetBase name='<VRTDataset rasterXSize="3589" rasterYSize="2743"><SRS>PROJCS["WGS 84 / UTM zone 34N",GEOGCS["WGS 84",DATUM["WGS_1984",SPHEROID["WGS 84",6378137,298.257223563,AUTHORITY["EPSG","7030"]],AUTHORITY["EPSG","6326"]],PRIMEM["Greenwich",0,AUTHORITY["EPSG","8901"]],UNIT["degree",0.0174532925199433,AUTHORITY["EPSG","9122"]],AUTHORITY["EPSG","4326"]],PROJECTION["Transverse_Mercator"],PARAMETER["latitude_of_origin",0],PARAMETER["central_meridian",21],PARAMETER["scale_factor",0.9996],PARAMETER["false_easting",500000],PARAMETER["false_northing",0],UNIT["metre",1,AUTHORITY["EPSG","9001"]],AXIS["Easting",EAST],AXIS["Northing",NORTH],AUTHORITY["EPSG","32634"]]</SRS><GeoTransform>438363.722651493,25.0,0.0,4525499.363685054,0.0,-25.0</GeoTransform><VRTRasterBand band="1" dataType="Float32"><NoDataValue>nan</NoDataValue><ColorInterp>Gray</ColorInterp><ComplexSource><SourceFilename relativeToVRT="1">dummy.tif</SourceFilename><SourceBand>1</SourceBand><SourceProperties BlockXSize="3588" BlockYSize="1" RasterXSize="3589" RasterYSize="2743" dataType="Float32" /><SrcRect xOff="0" xSize="1" yOff="0" ySize="1" /><DstRect xOff="0" xSize="1" yOff="0" ySize="1" /><ScaleRatio>0</ScaleRatio><ScaleOffset>nan</ScaleOffset></ComplexSource><ComplexSource><SourceFilename relativeToVRT="0">C:\Users\Mouris\Desktop\Python\Python_Sebastian\Python-Course-Project\Results\Snow_end_month\snow_end_month18_1.tif</SourceFilename><SourceBand>1</SourceBand><SourceProperties BlockXSize="3588" BlockYSize="1" RasterXSize="3589" RasterYSize="2743" dataType="Float32" /><SrcRect xOff="0" xSize="3588" yOff="0" ySize="2742" /><DstRect xOff="-787.0" xSize="3588.0" yOff="-708.0" ySize="2742.0" /><NODATA>nan</NODATA></ComplexSource></VRTRasterBand></VRTDataset>' mode='r'> is started.
2021-02-08 08:28:32,891 DEBUG    Entering env context: <rasterio.env.Env object at 0x0000005A6FDBFAC8>
2021-02-08 08:28:32,891 DEBUG    Starting outermost env
2021-02-08 08:28:32,891 DEBUG    No GDAL environment exists
2021-02-08 08:28:32,891 DEBUG    New GDAL environment <rasterio._env.GDALEnv object at 0x0000005A01098E08> created
2021-02-08 08:28:32,892 DEBUG    GDAL_DATA found in environment: 'C:\\Users\\Mouris\\AppData\\Local\\Continuum\\anaconda3\\envs\\geo-python\\Library\\share\\gdal'.
2021-02-08 08:28:32,892 DEBUG    PROJ_LIB found in environment: 'C:\\Users\\Mouris\\AppData\\Local\\Continuum\\anaconda3\\envs\\geo-python\\Library\\share\\proj'.
2021-02-08 08:28:32,892 DEBUG    Started GDALEnv <rasterio._env.GDALEnv object at 0x0000005A01098E08>.
2021-02-08 08:28:32,892 DEBUG    Entered env context: <rasterio.env.Env object at 0x0000005A6FDBFAC8>
2021-02-08 08:28:32,892 DEBUG    IO window xoff=0.0 yoff=0.0 width=2801.0 height=2034.0
2021-02-08 08:28:33,006 DEBUG    Exiting env context: <rasterio.env.Env object at 0x0000005A6FDBFAC8>
2021-02-08 08:28:33,006 DEBUG    Cleared existing <rasterio._env.GDALEnv object at 0x0000005A01098E08> options
2021-02-08 08:28:33,006 DEBUG    Stopped GDALEnv <rasterio._env.GDALEnv object at 0x0000005A01098E08>.
2021-02-08 08:28:33,007 DEBUG    Exiting outermost env
2021-02-08 08:28:33,007 DEBUG    Exited env context: <rasterio.env.Env object at 0x0000005A6FDBFAC8>
2021-02-08 08:28:33,010 DEBUG    Entering env context: <rasterio.env.Env object at 0x0000005A01098D88>
2021-02-08 08:28:33,010 DEBUG    Starting outermost env
2021-02-08 08:28:33,010 DEBUG    No GDAL environment exists
2021-02-08 08:28:33,010 DEBUG    New GDAL environment <rasterio._env.GDALEnv object at 0x0000005A01098E48> created
2021-02-08 08:28:33,011 DEBUG    GDAL_DATA found in environment: 'C:\\Users\\Mouris\\AppData\\Local\\Continuum\\anaconda3\\envs\\geo-python\\Library\\share\\gdal'.
2021-02-08 08:28:33,011 DEBUG    PROJ_LIB found in environment: 'C:\\Users\\Mouris\\AppData\\Local\\Continuum\\anaconda3\\envs\\geo-python\\Library\\share\\proj'.
2021-02-08 08:28:33,012 DEBUG    Started GDALEnv <rasterio._env.GDALEnv object at 0x0000005A01098E48>.
